KO	ph4.txt	ph45.txt	ph5.txt	ph55.txt	ph6.txt	ph65.txt	ph7.txt
K03647	7	5	9	14	17	15	10	K03647
K03648	145	141	367	394	773	530	311	K03648
K03649	65	84	197	209	399	300	219	K03649
K03650	332	393	1092	1354	2263	1599	1026	K03650
K03651	202	289	990	1170	1558	824	423	K03651
K03652	578	548	1419	1669	2965	2110	1390	K03652
K03653	10	12	38	35	102	92	71	K03653
K03654	47	54	168	176	218	144	90	K03654
K03655	183	241	664	642	908	548	361	K03655
K03656	5	4	12	12	12	11	6	K03656
K03657	323	411	1066	1007	1310	781	508	K03657
K03658	10	4	13	13	19	5	2	K03658
K03660	12	14	99	123	160	93	48	K03660
K03661	0	0	1	0	0	0	0	K03661
K03664	747	737	1734	2017	3591	2706	1850	K03664
K03665	590	569	1511	1741	3175	2378	1580	K03665
K03666	420	457	1250	1377	1890	1316	926	K03666
K03667	245	272	673	732	1078	803	547	K03667
K03668	35	45	169	269	1291	1224	915	K03668
K03669	37	46	221	255	383	269	162	K03669
K03670	40	66	202	253	323	222	149	K03670
K03671	611	672	1973	2190	3803	2728	1866	K03671
K03672	42	61	264	360	582	393	253	K03672
K03673	84	101	262	314	704	522	365	K03673
K03675	0	0	5	5	10	3	2	K03675
K03676	78	92	317	399	636	461	296	K03676
K03678	0	0	1	0	0	0	0	K03678
K03679	4	7	9	6	11	10	6	K03679
K03683	24	24	44	44	119	103	62	K03683
K03684	135	158	429	472	708	454	304	K03684
K03685	284	336	895	910	1425	948	645	K03685
K03686	221	274	724	690	851	525	335	K03686
K03687	796	770	1940	2247	4076	3168	2073	K03687
K03688	82	127	361	358	560	344	236	K03688
K03689	0	1	0	0	1	1	1	K03689
K03690	22	31	89	125	282	198	136	K03690
K03694	17	19	48	62	89	49	28	K03694
K03695	68	92	201	175	170	88	49	K03695
K03696	58	78	160	127	121	64	31	K03696
K03697	0	1	0	0	0	0	0	"ATP-dependent Clp protease ATP-binding subunit ClpE"
K03698	229	281	664	655	824	615	340	K03698
K03699	241	323	979	998	1627	1026	719	K03699
K03700	0	1	2	0	3	2	5	K03700
K03701	829	874	2391	2583	4108	2843	1898	K03701
K03702	364	385	916	956	1438	1019	720	K03702
K03703	434	526	1295	1378	2145	1458	1033	K03703
K03704	992	1252	3311	3655	5335	3694	2457	K03704
K03705	781	816	1914	2219	4053	3149	2151	K03705
K03706	1	1	0	1	0	0	1	K03706
K03707	29	34	100	82	124	85	58	K03707
K03709	443	444	1015	1030	1740	1262	888	K03709
K03710	248	279	700	657	829	436	241	K03710
K03711	160	191	598	696	1180	836	595	K03711
K03712	1	4	20	28	48	23	11	K03712
K03713	0	0	1	0	0	0	0	K03713
K03715	19	23	35	14	16	9	5	K03715
K03716	1	0	10	8	2	1	0	K03716
K03717	19	32	116	144	282	185	130	K03717
K03718	65	66	181	164	261	147	118	K03718
K03719	411	473	1251	1373	2110	1390	831	K03719
K03720	0	1	3	2	1	2	0	K03720
K03721	0	0	0	0	2	0	0	K03721
K03722	285	354	900	926	1427	971	686	K03722
K03723	219	255	687	698	934	577	383	K03723
K03724	505	593	1606	1773	2915	2035	1331	K03724
K03726	2	5	10	5	10	6	5	K03726
K03727	24	22	44	38	24	15	6	K03727
K03732	9	8	19	20	41	36	15	K03732
K03733	91	129	372	354	522	333	214	K03733
K03734	977	950	2521	2920	5762	3901	2286	K03734
K03735	25	41	151	151	151	80	46	K03735
K03736	17	29	138	160	146	56	40	K03736
K03737	26	58	328	439	678	416	264	K03737
K03738	14	21	93	137	296	212	158	K03738
K03739	7	5	26	22	28	15	5	K03739
K03740	2	3	7	5	7	4	2	K03740
K03741	318	366	1045	1167	1991	1373	889	K03741
K03742	220	282	727	787	1310	861	615	K03742
K03743	299	367	1017	1126	1878	1279	830	K03743
K03744	608	661	1908	2642	5178	4097	2724	K03744
K03745	34	41	116	135	248	155	73	K03745
K03746	71	82	318	358	555	424	230	K03746
K03747	20	21	63	81	200	182	133	K03747
K03748	7	17	78	82	212	113	86	K03748
K03749	28	25	93	126	326	256	181	K03749
K03750	480	555	1520	1754	2782	1862	1202	K03750
K03752	324	402	1036	1133	1811	1259	773	K03752
K03753	85	91	272	357	688	525	353	K03753
K03756	0	0	1	7	33	21	13	K03756
K03758	2	1	15	28	51	25	17	K03758
K03759	0	0	1	1	10	9	5	K03759
K03760	0	0	8	18	51	30	27	K03760
K03761	2	7	46	62	119	61	19	K03761
K03762	19	24	80	62	71	37	17	K03762
K03764	5	9	8	8	14	6	1	K03764
K03765	4	5	39	49	89	57	52	K03765
K03767	250	294	792	788	1151	773	540	K03767
K03768	34	44	135	137	194	139	80	K03768
K03769	58	82	278	304	449	325	191	K03769
K03770	138	205	596	714	1220	826	561	K03770
K03771	86	134	382	418	584	362	237	K03771
K03772	41	61	269	302	513	342	236	K03772
K03773	6	13	73	82	72	35	21	K03773
K03774	3	4	21	27	55	34	16	K03774
K03775	33	38	121	137	346	215	162	K03775
K03776	0	0	8	8	4	0	0	K03776
K03777	0	1	4	3	2	1	0	K03777
K03778	2	5	30	53	97	74	44	K03778
K03779	2	2	4	3	4	4	1	K03779
K03780	0	0	2	4	3	1	2	K03780
K03781	543	422	1200	1304	2268	1843	1242	K03781
K03782	161	192	536	540	693	456	283	K03782
K03783	233	292	788	906	1809	1383	951	K03783
K03784	8	13	41	53	112	61	39	K03784
K03785	2	1	17	17	26	22	11	K03785
K03786	291	318	778	915	1642	1170	786	K03786
K03787	170	214	648	841	1755	1417	1025	K03787
K03788	0	0	2	7	18	9	3	K03788
K03789	391	443	1136	1217	2145	1464	1005	K03789
K03790	569	753	2242	2428	4120	2610	1807	K03790
K03791	17	32	94	108	257	185	149	K03791
K03793	82	115	303	322	419	252	180	K03793
K03794	9	12	34	53	82	51	37	K03794
K03795	101	105	264	240	306	182	116	K03795
K03796	2	2	13	23	41	30	13	K03796
K03797	939	1107	3045	3351	5846	4137	2854	K03797
K03798	166	170	375	319	310	187	128	K03798
K03799	334	392	1016	1203	2182	1590	1099	K03799
K03800	9	14	29	18	36	16	6	K03800
K03801	228	271	779	850	1322	882	610	K03801
K03802	33	45	145	215	431	290	196	K03802
K03803	1	0	1	1	16	18	13	K03803
K03804	0	1	0	3	10	3	0	K03804
K03805	24	16	37	26	33	16	7	K03805
K03806	18	19	85	100	199	147	129	K03806
K03807	7	8	11	12	29	15	5	K03807
K03808	245	200	431	457	858	643	404	K03808
K03809	197	169	535	622	1043	684	446	K03809
K03810	1	3	9	10	13	8	4	K03810
K03811	67	111	353	464	906	681	476	K03811
K03812	2	1	5	5	10	7	3	K03812
K03813	1	2	1	0	0	0	1	K03813
K03814	58	80	314	435	743	564	408	K03814
K03816	1	1	4	11	36	25	24	K03816
K03817	54	69	202	191	253	140	105	K03817
K03818	66	59	207	206	180	84	49	K03818
K03819	0	1	2	2	2	0	2	K03819
K03820	140	186	572	604	845	530	332	K03820
K03821	241	292	1003	1252	2164	1530	1083	K03821
K03822	1	2	3	2	4	1	0	K03822
K03823	13	24	78	81	92	54	33	K03823
K03824	136	155	510	615	1036	830	575	K03824
K03825	28	33	88	94	203	137	95	K03825
K03827	4	14	40	58	101	61	27	K03827
K03828	45	74	188	227	467	292	233	K03828
K03829	173	193	622	752	1302	852	552	K03829
K03830	50	58	198	239	354	291	182	K03830
K03831	32	44	118	138	216	143	118	K03831
K03832	1602	2041	6934	8285	14349	10284	6859	K03832
K03833	117	148	412	402	578	350	242	K03833
K03834	0	0	1	3	0	0	0	K03834
K03837	0	0	0	0	1	0	0	K03837
K03839	0	1	0	0	3	1	1	K03839
K03841	45	72	213	275	556	395	318	K03841
K03842	0	3	18	31	91	94	52	K03842
K03843	0	0	0	1	7	4	1	K03843
K03844	0	1	0	1	0	0	0	K03844
K03848	0	0	1	0	0	0	0	K03848
K03850	0	0	0	0	2	1	1	K03850
K03852	5	4	14	22	38	18	7	K03852
K03855	23	25	48	39	35	22	17	K03855
K03856	158	200	586	572	653	393	259	K03856
K03858	1	0	0	0	0	0	0	K03858
K03859	2	1	1	0	0	0	0	K03859
K03860	0	0	5	0	0	0	0	K03860
K03862	0	0	3	6	6	4	2	K03862
K03863	3	4	18	15	16	10	3	K03863
K03867	7	5	7	4	5	2	2	K03867
K03871	3	1	9	12	28	19	10	K03871
K03872	0	0	1	0	0	0	0	K03872
K03878	11	7	16	10	4	1	0	K03878
K03879	1	1	0	0	0	0	0	"NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2]"
K03880	0	0	0	0	0	1	0	K03880
K03881	7	11	33	25	18	7	0	K03881
K03882	17	16	41	46	41	23	5	K03882
K03883	1	0	2	0	0	0	0	K03883
K03884	1	1	1	1	0	1	0	K03884
K03885	504	567	1749	1884	3081	1926	1235	K03885
K03886	164	210	536	518	594	341	209	K03886
K03887	5	4	19	17	21	18	6	K03887
K03888	5	7	12	10	22	10	9	K03888
K03889	149	144	273	248	306	155	81	K03889
K03890	87	85	166	130	140	72	40	K03890
K03891	67	67	117	81	69	28	18	K03891
K03892	592	695	1932	2050	3337	2321	1500	K03892
K03893	188	195	396	279	164	47	21	K03893
K03896	0	0	0	1	6	4	3	K03896
K03897	6	1	4	1	6	2	0	K03897
K03918	9	11	38	54	116	73	50	K03918
K03919	74	80	278	347	495	363	200	K03919
K03921	33	31	118	133	270	204	148	K03921
K03922	0	0	0	0	4	2	2	K03922
K03923	0	1	4	0	9	3	0	K03923
K03924	1861	1786	4679	5455	10833	8166	5335	K03924
K03925	622	619	1517	1628	2903	2307	1616	K03925
K03926	276	316	864	1042	2008	1586	1045	K03926
K03928	85	95	254	262	397	235	158	K03928
K03929	111	140	494	409	418	207	117	K03929
K03930	65	94	226	191	257	169	150	K03930
K03932	160	176	632	756	1326	772	480	K03932
K03933	0	0	1	0	3	2	2	K03933
K03935	7	3	8	4	0	0	0	K03935
K03936	1	0	1	0	0	0	0	K03936
K03937	70	75	229	307	377	271	159	K03937
K03938	0	0	1	1	0	0	0	K03938
K03939	31	28	106	117	137	84	51	K03939
K03940	4	5	8	5	0	0	0	K03940
K03941	0	0	0	0	1	0	0	K03941
K03943	0	0	2	0	1	0	0	K03943
K03949	0	0	1	0	0	0	0	K03949
K03952	0	0	2	1	0	0	0	K03952
K03953	26	48	148	179	195	106	50	K03953
K03963	1	0	1	0	0	0	1	K03963
K03964	0	0	1	0	0	0	0	K03964
K03969	221	269	711	701	877	568	361	K03969
K03970	15	15	67	92	154	132	116	K03970
K03972	70	70	185	229	396	290	174	K03972
K03973	385	398	1140	1359	2315	1722	1209	K03973
K03974	5	6	28	55	47	25	15	K03974
K03975	1500	1572	3829	4113	6606	4423	2822	K03975
K03976	152	176	502	505	805	528	309	K03976
K03977	341	386	1056	1155	1883	1261	861	K03977
K03978	228	256	791	982	1814	1413	970	K03978
K03979	568	575	1443	1706	3115	2287	1510	K03979
K03980	295	377	1052	1135	1648	1064	674	K03980
K03981	35	32	121	158	331	258	188	K03981
K04019	16	20	83	94	131	71	48	K04019
K04021	7	9	26	26	12	4	1	K04021
K04023	1	1	2	2	2	0	0	K04023
K04024	0	0	3	4	17	7	6	K04024
K04026	0	0	5	5	23	17	16	K04026
K04027	56	78	249	330	862	728	516	K04027
K04028	130	142	440	608	1906	1600	1153	K04028
K04030	3	2	11	14	66	34	28	K04030
K04031	0	0	1	0	0	0	0	K04031
K04032	2	0	2	3	11	5	3	K04032
K04033	41	47	141	156	250	199	110	K04033
K04034	146	220	712	717	835	489	283	K04034
K04035	0	0	4	2	9	2	2	K04035
K04036	0	0	0	0	1	0	0	K04036
K04037	2	2	5	4	8	4	4	K04037
K04038	3	1	4	1	6	7	0	K04038
K04039	3	1	6	5	8	6	0	K04039
K04040	1	0	1	1	6	1	2	K04040
K04041	0	2	10	5	12	5	4	K04041
K04042	197	259	698	698	982	616	431	K04042
K04043	87	104	220	175	249	130	106	K04043
K04044	11	16	88	103	101	43	32	K04044
K04045	3	1	8	6	3	1	0	K04045
K04046	22	37	180	189	256	136	74	K04046
K04047	226	242	728	931	1561	1073	655	K04047
K04053	0	0	0	1	4	2	0	K04053
K04054	0	0	2	1	2	1	0	K04054
K04056	0	0	2	4	4	5	0	K04056
K04059	0	0	0	1	2	3	1	K04059
K04060	0	0	0	1	5	5	2	K04060
K04061	25	27	68	50	59	43	23	K04061
K04062	45	70	295	440	940	654	471	K04062
K04063	495	549	1542	1803	3192	2195	1408	K04063
K04064	1	0	0	0	1	2	1	K04064
K04065	669	885	2989	3551	6333	4564	3195	K04065
K04066	1176	1033	2650	3062	6110	4472	2953	K04066
K04067	0	0	1	0	0	0	0	K04067
K04068	25	32	90	67	89	62	28	K04068
K04069	84	101	339	462	1155	945	681	K04069
K04070	38	36	79	97	232	182	130	K04070
K04072	1	2	27	31	16	3	2	K04072
K04073	14	14	25	8	20	12	7	K04073
K04074	188	193	409	430	994	843	573	K04074
K04075	453	479	1255	1432	2434	1716	1076	K04075
K04076	1	0	0	0	0	0	0	K04076
K04077	2085	1632	3895	4441	8237	6516	4422	K04077
K04078	1002	967	2567	2928	5071	3786	2643	K04078
K04079	526	417	1180	1366	2684	2017	1293	K04079
K04080	48	72	213	291	303	196	105	K04080
K04082	89	107	336	433	739	471	317	K04082
K04083	229	190	607	710	1401	1048	678	K04083
K04084	22	26	135	157	301	212	139	K04084
K04085	184	195	565	722	1188	834	528	K04085
K04087	73	102	370	464	696	491	318	K04087
K04088	105	146	524	648	1029	811	518	K04088
K04090	50	52	172	165	190	110	59	K04090
K04091	25	29	119	107	130	58	32	K04091
K04092	11	19	51	56	87	60	40	K04092
K04093	10	13	34	31	72	33	18	K04093
K04094	98	150	439	504	819	567	413	K04094
K04095	239	245	460	339	373	198	107	K04095
K04096	1205	980	2525	2753	5030	3801	2348	K04096
K04097	0	0	2	2	8	7	4	K04097
K04098	25	29	123	117	127	75	50	K04098
K04099	1	1	13	14	29	16	8	K04099
K04100	49	50	125	169	273	219	152	K04100
K04101	18	15	46	51	76	57	42	K04101
K04102	184	267	805	967	1318	981	682	K04102
K04104	11	15	28	27	37	14	9	K04104
K04105	1	1	6	11	6	5	0	K04105
K04107	0	0	1	2	4	1	0	K04107
K04109	0	0	3	4	9	7	5	K04109
K04110	4	7	26	29	45	30	18	K04110
K04112	0	6	27	35	61	36	21	K04112
K04113	2	10	38	39	64	52	29	K04113
K04114	0	0	1	3	5	1	0	K04114
K04115	0	0	11	11	24	19	14	K04115
K04116	11	9	21	14	13	10	6	K04116
K04117	9	10	13	16	22	20	10	K04117
K04127	30	37	123	136	188	99	66	K04127
K04128	2	2	2	1	2	0	2	K04128
K04335	1	0	13	9	14	13	8	K04335
K04336	0	0	3	1	1	3	4	K04336
K04337	2	1	7	4	2	2	2	K04337
K04338	3	6	24	21	14	9	6	K04338
K04343	263	216	517	547	988	655	445	K04343
K04348	0	0	1	0	0	0	0	K04348
K04354	1	1	2	0	0	0	0	K04354
K04460	0	0	0	2	0	1	0	K04460
K04477	87	82	153	107	153	86	52	K04477
K04478	0	0	0	0	0	2	0	K04478
K04479	1	1	1	2	6	3	4	K04479
K04480	0	0	0	0	2	0	0	K04480
K04483	0	1	1	2	9	5	3	K04483
K04485	731	631	1649	1977	4092	3138	2092	K04485
K04486	37	41	159	145	207	120	64	K04486
K04487	452	516	1485	1537	2409	1588	1056	K04487
K04488	146	184	476	558	982	716	484	K04488
K04497	1	1	5	0	1	1	0	K04497
K04506	0	0	1	0	1	0	0	K04506
K04508	0	1	8	2	0	1	1	K04508
K04516	2	3	13	16	31	22	27	K04516
K04517	161	247	662	658	864	495	306	K04517
K04518	138	173	499	490	627	380	253	K04518
K04554	0	0	2	0	0	0	0	K04554
K04561	224	297	910	1096	1841	1356	816	K04561
K04562	31	32	97	110	180	111	71	K04562
K04564	762	765	2191	2650	5065	3928	2569	K04564
K04565	39	76	394	578	1250	950	625	K04565
K04566	45	72	210	297	425	305	165	K04566
K04567	292	333	823	804	1234	815	574	K04567
K04568	43	59	128	127	127	68	29	K04568
K04618	6	6	48	45	85	47	35	K04618
K04643	0	0	0	1	0	0	0	K04643
K04648	0	0	1	0	0	0	0	K04648
K04651	211	200	577	588	683	433	245	K04651
K04652	153	166	466	492	611	360	230	K04652
K04653	230	241	662	721	934	583	370	K04653
K04654	145	159	501	538	646	410	271	K04654
K04655	167	179	547	562	746	475	302	K04655
K04656	337	363	924	936	1385	948	603	K04656
K04683	0	0	0	1	0	0	0	K04683
K04691	0	0	0	0	1	0	0	K04691
K04708	3	3	16	16	17	9	6	K04708
K04709	1	0	0	0	0	0	0	K04709
K04711	0	0	1	1	1	2	0	K04711
K04712	10	8	72	116	161	104	58	K04712
K04713	0	0	0	1	0	0	0	K04713
K04719	94	104	216	162	142	68	23	K04719
K04720	19	16	50	35	31	19	12	K04720
K04744	256	326	1007	1252	2250	1730	1222	K04744
K04748	25	31	93	126	351	302	228	K04748
K04749	1153	1445	4069	4146	6298	4691	3083	K04749
K04750	862	1050	2955	3384	6606	4932	3346	K04750
K04751	432	500	1474	1797	2638	1863	1155	K04751
K04752	78	102	321	415	597	390	252	K04752
K04754	118	139	502	603	936	649	418	K04754
K04755	67	85	271	323	370	223	131	K04755
K04756	56	65	164	198	316	246	157	K04756
K04757	981	1117	2789	2550	4198	2841	2008	K04757
K04758	173	205	642	711	1339	905	589	K04758
K04759	211	267	910	1294	2704	1998	1294	K04759
K04760	71	79	257	308	496	377	255	K04760
K04761	59	86	262	309	441	290	169	K04761
K04762	213	244	760	961	1727	1311	844	K04762
K04763	142	190	540	581	890	573	394	K04763
K04764	75	110	294	401	677	522	368	K04764
K04765	44	70	199	177	175	73	42	K04765
K04766	8	9	28	18	1	3	1	K04766
K04767	2	11	35	90	263	193	142	K04767
K04768	44	40	133	111	129	60	42	K04768
K04770	1	2	10	11	9	3	2	K04770
K04771	279	419	1345	1469	2070	1298	793	K04771
K04772	3	1	4	9	10	11	6	K04772
K04773	212	273	799	983	1707	1198	815	K04773
K04774	8	9	22	23	24	20	6	K04774
K04775	6	12	33	25	30	17	9	K04775
K04780	1	0	1	1	1	0	0	K04780
K04781	1	0	0	0	0	0	0	K04781
K04782	4	17	74	83	116	69	42	K04782
K04793	4	3	14	12	4	0	0	K04793
K04794	12	20	58	50	64	33	17	K04794
K04795	2	2	2	2	8	5	6	K04795
K04796	1	0	2	0	0	0	0	K04796
K04797	2	1	0	0	0	0	0	"prefoldin alpha subunit"
K04798	4	3	4	2	1	1	4	K04798
K04799	2	4	7	6	30	33	20	K04799
K04800	1	1	1	1	2	1	1	K04800
K04801	0	3	2	4	3	3	1	K04801
K04802	17	9	11	5	10	10	7	K04802
K04835	1	1	5	7	5	3	2	K04835
K04940	20	35	76	77	118	72	56	K04940
K05019	1	0	0	0	0	0	0	K05019
K05020	0	0	1	0	0	1	1	K05020
K05030	0	0	0	1	2	3	1	K05030
K05236	0	0	0	1	0	0	0	K05236
K05275	406	531	1431	1259	1455	781	417	K05275
K05283	0	1	1	0	0	0	0	K05283
K05284	0	0	1	0	0	0	0	K05284
K05285	2	1	1	0	0	0	0	K05285
K05286	3	6	11	8	8	1	1	K05286
K05289	1	1	1	0	0	0	0	K05289
K05291	2	0	2	0	0	0	0	K05291
K05292	1	0	3	1	1	0	0	K05292
K05293	0	0	1	0	0	0	0	K05293
K05294	1	1	2	0	0	0	0	K05294
K05296	9	9	54	61	59	23	12	K05296
K05297	0	1	5	6	9	7	5	K05297
K05298	0	0	0	0	1	0	0	K05298
K05300	0	0	0	1	1	0	0	K05300
K05301	16	31	77	68	61	24	9	K05301
K05303	227	253	640	674	1001	633	410	K05303
K05304	1	2	10	10	47	31	31	K05304
K05306	0	1	22	38	68	29	22	K05306
K05307	0	0	0	1	1	0	0	K05307
K05308	7	14	30	26	28	7	2	K05308
K05309	1	0	0	0	2	0	3	K05309
K05311	0	1	2	0	0	0	0	K05311
K05337	501	513	1133	1096	1803	1166	735	K05337
K05339	0	0	1	0	0	0	0	K05339
K05340	0	0	1	1	6	1	0	K05340
K05341	9	12	45	44	78	31	25	K05341
K05342	29	36	74	41	53	26	15	K05342
K05343	224	256	685	674	788	505	294	K05343
K05346	9	7	27	27	49	28	14	K05346
K05349	417	541	1565	1444	1729	843	552	K05349
K05350	44	62	151	131	195	79	42	K05350
K05356	0	0	0	0	1	1	0	K05356
K05357	28	35	99	99	240	252	172	K05357
K05358	0	0	1	1	1	0	0	K05358
K05359	0	0	6	13	61	44	35	K05359
K05364	48	55	149	111	105	44	25	K05364
K05365	35	56	181	169	211	141	95	K05365
K05366	99	189	641	703	973	627	394	K05366
K05367	10	24	100	96	154	89	43	K05367
K05371	0	0	1	1	1	2	1	K05371
K05375	98	93	254	242	471	306	215	K05375
K05382	0	0	0	0	1	3	2	K05382
K05383	0	0	0	0	2	1	1	K05383
K05384	5	7	18	10	21	14	13	K05384
K05386	4	5	13	3	12	7	6	K05386
K05389	4	1	1	0	0	0	0	K05389
K05396	1	1	9	4	14	4	1	K05396
K05499	2	0	12	20	47	34	24	K05499
K05501	7	10	58	95	182	175	127	K05501
K05515	116	168	474	482	659	390	244	K05515
K05516	37	63	146	160	268	170	114	K05516
K05517	0	0	0	0	1	0	0	K05517
K05518	67	100	287	286	375	185	134	K05518
K05520	261	317	930	884	1139	664	421	K05520
K05521	42	43	173	143	179	102	72	K05521
K05522	75	105	281	289	461	277	185	K05522
K05523	0	0	0	0	1	0	0	K05523
K05524	268	281	729	839	1270	965	657	K05524
K05525	0	0	1	1	0	0	0	K05525
K05526	2	4	19	16	26	21	7	K05526
K05527	109	121	373	474	799	580	363	K05527
K05531	0	0	1	0	0	0	0	K05531
K05535	8	7	35	33	33	16	15	K05535
K05539	65	69	205	258	424	317	213	K05539
K05540	174	219	662	752	1100	719	506	K05540
K05541	1	1	15	16	30	12	4	K05541
K05544	0	0	1	3	26	32	21	K05544
K05548	0	0	3	4	10	6	3	K05548
K05549	0	1	5	6	3	3	0	K05549
K05550	0	0	12	10	19	6	4	K05550
K05551	2	6	3	0	0	0	0	K05551
K05552	4	7	4	1	1	3	2	K05552
K05553	7	9	6	2	3	2	3	K05553
K05554	7	9	9	3	7	3	1	K05554
K05555	140	249	1199	1493	2787	2097	1465	K05555
K05556	0	0	1	1	1	1	2	K05556
K05557	5	3	14	7	4	3	1	K05557
K05558	121	112	226	154	158	62	37	K05558
K05559	2	2	6	7	9	8	2	K05559
K05560	3	2	13	28	46	38	23	K05560
K05561	1	3	6	11	20	11	6	K05561
K05562	4	3	12	22	34	25	19	K05562
K05563	4	4	13	28	55	50	30	K05563
K05564	6	3	15	23	42	33	25	K05564
K05565	2	3	7	6	12	7	3	K05565
K05566	156	131	214	139	187	141	106	K05566
K05567	3	3	5	10	46	51	39	K05567
K05568	25	19	47	21	41	37	35	K05568
K05569	5	9	20	28	77	91	83	K05569
K05570	1	3	5	9	42	48	34	K05570
K05571	2	2	8	15	48	57	36	K05571
K05572	2	3	2	2	2	3	2	K05572
K05573	1	0	2	0	1	2	1	K05573
K05574	0	0	0	0	1	1	1	K05574
K05575	0	1	1	1	3	3	1	K05575
K05576	0	0	1	2	12	7	10	K05576
K05577	13	25	91	89	92	39	18	K05577
K05578	0	0	0	0	2	1	1	K05578
K05579	2	2	3	2	2	2	1	K05579
K05580	0	0	0	0	2	1	1	K05580
K05581	1	0	1	0	1	1	1	K05581
K05582	1	0	0	1	1	1	0	K05582
K05583	0	0	0	0	1	2	1	K05583
K05584	0	0	0	0	0	1	1	K05584
K05585	0	0	0	0	1	1	1	K05585
K05586	2	9	96	96	62	23	5	K05586
K05587	2	5	37	46	16	1	0	K05587
K05588	3	10	108	98	66	14	6	K05588
K05589	103	124	296	333	637	494	352	K05589
K05591	5	5	10	13	15	5	3	K05591
K05592	56	75	172	177	274	157	86	K05592
K05593	7	14	44	43	112	75	65	K05593
K05594	44	47	226	340	728	500	367	K05594
K05595	346	357	1014	1277	2155	1525	910	K05595
K05596	19	16	35	46	95	53	27	K05596
K05597	0	0	1	0	3	1	0	K05597
K05600	0	0	0	0	1	0	0	K05600
K05601	0	0	7	18	22	14	4	K05601
K05602	71	80	181	196	376	240	165	K05602
K05603	62	64	149	131	247	190	123	K05603
K05605	0	2	11	12	5	1	1	K05605
K05606	389	451	1148	1225	2079	1502	1026	K05606
K05607	0	1	0	0	0	0	0	"methylglutaconyl-CoA hydratase [EC:4.2.1.18]"
K05634	0	1	1	0	0	0	0	K05634
K05657	0	0	0	1	1	0	0	K05657
K05685	2	4	25	26	23	12	4	K05685
K05687	0	0	0	0	1	0	0	K05687
K05708	0	1	1	1	1	1	0	K05708
K05710	384	416	915	869	1336	907	583	K05710
K05711	0	0	1	1	0	0	0	K05711
K05712	16	34	103	103	137	76	35	K05712
K05713	21	19	54	49	97	42	26	K05713
K05714	8	4	10	7	21	6	4	K05714
K05715	2	2	3	11	12	7	3	K05715
K05739	0	1	1	0	0	0	0	K05739
K05755	0	0	1	0	0	0	0	K05755
K05757	1	0	3	0	0	0	0	K05757
K05765	0	0	0	0	0	1	0	K05765
K05767	2	1	0	0	0	0	0	"Ras GTPase-activating-like protein IQGAP2/3"
K05770	146	141	593	761	1094	755	452	K05770
K05772	49	81	299	431	840	650	472	K05772
K05773	26	36	152	213	399	280	192	K05773
K05774	28	15	59	68	95	65	26	K05774
K05775	2	6	3	4	10	8	9	K05775
K05776	9	6	25	24	23	12	10	K05776
K05777	0	0	1	5	14	12	4	K05777
K05778	2	0	3	11	15	12	9	K05778
K05779	0	0	1	5	18	14	10	K05779
K05780	11	10	30	34	44	24	10	K05780
K05781	14	8	27	32	39	29	13	K05781
K05782	7	10	46	80	145	83	43	K05782
K05783	0	0	3	3	2	1	1	K05783
K05784	0	0	4	7	10	1	1	K05784
K05785	51	81	258	270	300	195	127	K05785
K05786	53	67	304	437	1059	826	531	K05786
K05787	0	0	0	0	2	0	0	K05787
K05788	145	208	579	686	1084	814	558	K05788
K05790	0	0	0	0	0	1	0	K05790
K05791	2	2	14	11	7	6	2	K05791
K05792	3	2	26	19	9	1	0	K05792
K05793	2	2	14	15	12	4	3	K05793
K05794	279	316	855	1145	2743	2173	1443	K05794
K05795	9	2	31	25	15	8	6	K05795
K05797	25	36	127	120	151	83	54	K05797
K05799	567	606	1500	1471	2101	1234	773	K05799
K05800	33	35	125	165	193	141	83	K05800
K05801	51	55	125	160	267	164	105	K05801
K05802	4	9	12	9	15	3	1	K05802
K05803	22	26	79	129	276	233	185	K05803
K05804	0	0	1	0	0	0	0	K05804
K05805	44	49	219	272	380	259	146	K05805
K05807	323	378	1119	1349	2644	2102	1438	K05807
K05808	186	244	769	904	1597	1121	779	K05808
K05810	486	480	1324	1517	2617	1834	1202	K05810
K05811	1	9	27	65	172	99	62	K05811
K05812	29	31	111	156	374	193	102	K05812
K05813	20	35	141	182	245	145	88	K05813
K05814	22	23	87	95	121	71	42	K05814
K05815	35	48	123	134	164	102	65	K05815
K05816	1	1	8	11	16	12	8	K05816
K05817	7	6	35	50	76	46	22	K05817
K05818	2	8	43	66	72	42	25	K05818
K05819	0	1	8	4	6	2	2	K05819
K05820	20	34	152	183	325	211	130	K05820
K05823	1	5	6	1	2	0	0	K05823
K05824	0	0	1	1	3	0	1	K05824
K05825	92	123	365	297	442	251	160	K05825
K05826	128	159	334	331	446	339	261	K05826
K05827	19	25	44	31	71	46	31	K05827
K05828	22	23	48	26	70	61	46	K05828
K05829	11	15	23	15	43	35	29	K05829
K05830	3	4	7	7	20	17	13	K05830
K05831	11	17	27	11	30	27	22	K05831
K05832	4	16	77	104	162	101	75	K05832
K05833	13	19	94	136	244	184	125	K05833
K05834	63	83	342	405	697	441	270	K05834
K05835	2	1	29	32	38	25	9	K05835
K05836	6	16	47	58	84	63	32	K05836
K05837	94	133	391	372	490	293	183	K05837
